city,latitude,longitude,additional_info,address,area,guest_recommendation,hotel_description,hotel_facilities,hotel_star_rating,property_name,property_id,property_type,province,review_count_by_category,room_area,room_facilities,room_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id
Thiruvananthapuram,8.4767337,76.9617927,Room Service,"T C 20/50(56), Prem Nagar, C I T Road, Killipalam, Thiruvananthapuram",Others,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Room Service,0,Super Prem Residency,HTLGBO1000085532,Service Apartment,Thiruvananthapuram,,,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Telephone,Luxurios A/c Apartments,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,a20e459668f6e30bc33f35e4ce2d6bbe
Kumarakom,9.6388386,76.4300984,Room Service|Internet Access,"kumarakom , cheepunkal bridge",Kumarakom Main Town,,The standard check-in time is 12:00 PM and the standard check-out time is 09:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Business Center |Parking Facilities Available|Medical Assistance Available|Audio - Visual Equipment|Dance Performances (on demand)|Suitable For Children|Conference Facility |Limousine Service Available|Massage Services |Discotheque |Boating|Nature Walk|Fun Floats|Car Rental|Mini Theatre|Board Room|City Shuttle Service|Karaoke |Room Service (24 Hours)|Spa Services Nearby| Cook Services|Air / Rail Booking|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Exit Signs,0,Swasti House Boat,HTLGBO1000061360,Houseboat,Kumarakom,,,Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Clothes Dryer|Shoe Shine| Hot / Cold Running Water|Housekeeping,Three Bedroom Houseboat,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,82a5675fd241d7387fa906702af2e27f
Thiruvananthapuram,8.498212469,76.94766311,Room Service,"Opp. Government Secretariat ,General Hospital road ,Trivandrum",Statue-G H Road,,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  Guests must report any loss of or damage to their property immediately,Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Food Facility|Newspapers In Lobby|Parking Facility|Room Service,1,Swapna Residency,HTLGBO1000049962,Hotel,Thiruvananthapuram,,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",Standard AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,403ecacae1d38a2aeab9d4689758cd16
Ernakulam,9.9657787,76.2421147,Room Service,"1/1375 A, Thalachira House, Njaliparambu, Fort kochi",Fort Kochi,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID Card is Mandatory during the time of check in,Laundry Service Available|Front Desk|Room Service|Public Restrooms,0,Biann Guest House,HTLGBO1000096778,Guest House,Ernakulam,,10 X 20 Sq.ft.,Room Service |Ceiling Fan|Internet Connection In Room|Housekeeping|TV|Daily Room Cleaning,Double Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,a83c368dc856757405ea09cf19aac83e
Ernakulam,9.9690066,76.2446068,,"CC1/403, Princess Street, Fort Kochi, Kerala 682001",Others,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Nature Walk|Veranda|Outdoor Parking - Secured|Parking Facility|First-Aid Kit at Front Desk,1,Brisbane Lodge,HTLGBO1000064034,Lodge,Ernakulam,,,Room Service |Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Makeup / Shaving Mirror|Wardrobe|Mirror|Dustbins,Standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,60067ba659d674156ca1bd330de77942
Thekkady,9.6028648,77.1659673,Room Service,"Chill Cast Cottage,Thekkady,Idukki",Kumily,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.",Doctor on Call|Parking Facilities Available|Parking Facility|Room Service,0,Chill Cast Cottage,HTLGBO1000049574,Homestay,Thekkady,,,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|HD / LCD Satellite TV,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,036803f978afd95c5d86147ca23ca6b1
Ernakulam,9.996552404,76.25079008,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,"Mulavukadu,Kochin",Others,76,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **** Compulsory Supplement Charges to be paid at hotel directly at the time of Check-in **** Mandatory New Year Eve supplement extra on 31st Dec 2015 (per person) Rs.1500 plus Taxes Mandatory Xmas Eve supplement extra on 24th Dec 2015 (per person) Rs.500 plusTaxes,"Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Barbecue Area|Concierge|Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Fax Machine|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",3,Bolgatty Island Resort (KTDC),HTLGBO1000001829,Resort,Ernakulam,positive reviews::26|critical reviews::4|reviews with images::9,14 X 14 Sq.ft.,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Toiletries|Makeup / Shaving Mirror|Premium Amenities / Toiletries|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Luggage Rack|Attached Bathroom,Deluxe Room,30,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.7|Value for Money::4.0|Location::4.5|Cleanliness::4.4,Kerala,d91ccc52444d864f1e7c1e331c416a13
Wayanad,11.5549739,76.1348944,Room Service|Restaurant|Free Internet,"6 - Number Road,Mele Arrapetta, Meppadi, Wayanad",Meppadi,66,The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Power Backup|Transfers Available|Internet Access Free|Room Service (24 Hours)|Room Service|Porter Services Available|Public Restrooms,3,Brook Streak Resort,HTLGBO1000021072,Resort,Wayanad,positive reviews::3|critical reviews::0|reviews with images::2,,,Wooden Cottage,3,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,Kerala,0bd0c6b367fe9b54d532c8c855e7aafa
Alappuzha,9.4980667,76.3388484,Room Service,"Mararikulam, Chennaveli, Chethy (P.O.),Alappuzha, Kerala, India 688530.",Others,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. 2.The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. 3.Booking rates will not be valid for Christmas and New year dates High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion. No refund would be applicable in case the hotel denies check-in under such circumstances.",Doctor on Call|Lobby|Front Desk|Suitable For Children|Veranda|Taxi Services|Newspapers In Lobby|Parking Facility|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs|First-Aid Kit at Front Desk|Public Restrooms,5,Carnoustie Ayurveda &amp; Wellness Resort,HTLGBO1000075916,Resort,Alappuzha,,,Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Newspapers|Mineral Water|Housekeeping|Window Opens|Makeup / Shaving Mirror|TV|Mirror|Dressing Area|Attached Bathroom|Daily Room Cleaning|Dustbins|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat,Akund Villas,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,b8ee2164361dd03920b972a8d78af54c
Munnar,10.0889333,77.0595248,Room Service|Swimming Pool|Restaurant,"Broad Bean, Chithirapuram Power House, Chithirapuram P.O, Munnar",Chithirapuram,75,"The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be a season hike for Oct/Nov/Dec on Room Tariff which needs to be paid directly to the hotel.",Swimming Pool|Banquet Facilities|Barbecue Area|Games Zone|24 Hour Front Desk|Boating|Room Service (24 Hours)|Restaurant|Ayurvedic Facilities,5,Broad Bean Resort &amp; Spa,HTLGBO1000054242,Resort,Munnar,positive reviews::3|critical reviews::1|reviews with images::2,,Room Service | Hot / Cold Running Water|Housekeeping|Breakfast Available|HD / LCD Satellite TV |Attached Bathroom,Premium suite,4,3.5,Service Quality::3.0|Amenities::3.0|Food and Drinks::3.6|Value for Money::3.3|Location::3.0|Cleanliness::4.6,Kerala,608693fb01d581b8f1990fe40aebeb03
Marayoor,10.2733958,77.1587239,Restaurant,Marayoor P.O Munnar,Marayoor P.O,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Campfire / Bon Fire,2,Chandana Herbal Cottages,HTLGBO1000006267,Resort,Marayoor,,,Basic Bathroom Amenities|Cable / Satellite / Pay TV available,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,bed356817807e8a45764f7c81b34875f
Thiruvananthapuram,8.389889802,76.97729989,Room Service,Cocoon Villa Kamukinkuzhy Lane Kovalam  Trivandrum 695527,Kovalam po,,"The standard check-in time is 10:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be a season hike for Oct/Nov/Dec on Room Tariff which needs to be paid directly to the hotel.",Doctor on Call|Dry Cleaning|Medical Assistance Available|Family Room|Parking Facility|Room Service,3,COCOON VILLA,HTLGBO1000046830,Villa,Thiruvananthapuram,,,Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Crockery / Cutlery|Telephone|Newspapers|Mineral Water|Housekeeping|Desk in Room|Toiletries,Double Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,66ddb881c625f0e1de39ce44935b0238
Thrissur,10.6440012,76.2911654,,"Vazhani Road, Wadakanchery  Thrissur District  680582 Kerala, India","Vazhani Road, Wadakanchery",,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,DELIZA RESIDENCY,HTLGBO1000081232,Hotel,Thrissur,,,"Room Service |Air Conditioning |Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,f4f783c9698293d7f6c0c87129b4b9b8
Wayanad,11.703206,76.0833999,Room Service,"On the Way to Kuruva Island,Near Telephone Exchange Payyampally",Others,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Medical Assistance Available|Power Backup|Parking Facility|Room Service,3,County Pep Holiday Home,HTLGBO1000050324,Homestay,Wayanad,,,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|HD / LCD Satellite TV,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,65279e27bf8460bde5b9a3713a83833d
Munnar,10.0620831,77.1038197,Room Service|Restaurant,Devikulam Munnar. Kerala. India.,Devikulam,80,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Room Service (24 Hours)|Parking Facility,2,Club 9 Munnar,HTLGBO1000019372,Hotel,Munnar,positive reviews::3|critical reviews::2|reviews with images::0,,,Standard Room,5,3.3,Service Quality::2.7|Amenities::3.3|Food and Drinks::2.2|Value for Money::3.1|Location::3.5|Cleanliness::2.2,Kerala,166c856d1a0128351b6f730bc840b2bc
Guruvayoor,10.5971261,76.0456276,Room Service|Restaurant|Free Internet,"Opp. Railway Station, East Nada",East Nada,76,The standard check-in time is 03:00 PM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our check in time is 3 P. M and check out time is 2 P. M. 2 Adults plus  maximum of 2 children (Below 12 Years) per room.,Business Center |Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,3,Devaragam,HTLGBO1000016994,Hotel,Guruvayoor,positive reviews::17|critical reviews::0|reviews with images::0,,,Standard Room,17,4.1,Service Quality::4.2|Amenities::4.1|Food and Drinks::3.0|Value for Money::4.0|Location::4.0|Cleanliness::3.9,Kerala,07678726c8d5c30961f3a3f4633b0073
Thekkady,9.6285171,77.1443242,Room Service|Restaurant|Free Internet,"Attappallam, Thekkady, Kumily, Idukki Dist",Kumily,76,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All guaranteed reservation will be held until 18hrs unless a late arrival is intimated in advance. early check in and check out is allowed subject to availability of rooms.,Banquet Facilities|Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Luggage Storage|Power Backup|Gardens|Conference Facility |Internet Access Free|Room Service (24 Hours),3,Coffee Route Resorts,HTLGBO1000017376,Resort,Thekkady,positive reviews::31|critical reviews::3|reviews with images::2,12 X 9 Sq.ft.,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Crockery / Cutlery|Iron / Ironing board available|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Bathtub Only|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Blackout Drapes|Handheld Showers|Fruit Basket|Cribs Available|Safe (on request)|Hill View from all Rooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Pillow menu|International Switch Plugs (on request)|Private Garden|Soundproof Windows|TV|Mirror|Luxurious Feather Mattresses|Custom Duvets / Linen|Stationery Kit|Dressing Area|Luggage Rack|Attached Bathroom|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Western Toilet Seat",Coffee Bungalow,34,4.2,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.8|Value for Money::4.3|Location::4.3|Cleanliness::4.3,Kerala,d9dffa603d72b726a73d5a63f75819ae
Thiruvananthapuram,8.3932201,77.004626,Room Service|Internet Access|Free Internet,"hawah beach , vizhinjam po , kovalam",Kovalam po,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be a season hike for Oct/Nov/Dec on Room Tariff which needs to be paid directly to the hotel.,Internet Access - Surcharge|Parking Facilities Available|Solarium|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Gardens|Audio - Visual Equipment|Computer Rental|Multi Lingual Staff|Porter / Bellhop|Suitable For Children|Grocery|Floor Butler|Cell Phone Rental|Massage Services |Veranda|Transfers Available|Shopping Drop Facility (on fixed timings)|In House Events |Car Rental|City Shuttle Service|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Parking (Surcharge)|Spa Services Onsite - Free|Air / Rail Booking|Courier Service|Courtesy Coach|Outdoor Parking - Secured|Internet Access|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Hotel Trading License|Stamps and Mailing Facility|Suites,2,COCOBEACH RESORT,HTLGBO1000058910,Hotel,Thiruvananthapuram,,,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan,AC ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,5b36c3f01fc63453f27aaed6bce78dd4
Munnar,10.0889333,77.0595248,Room Service,Back Of Chithirapuram Church,Others,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances 1.   not allowed unmarried couple 2.   not allowed local person 3.   not allowed room for drinking and gambling porpose. 4.   allow married couple if they show both i.d proof.,Concierge|Doctor on Call|Dry Cleaning|Games Zone|Parking Facilities Available|Front Desk|Parking Facility|Room Service|Fire Safety,0,Clouds Land,HTLGBO1000080192,Homestay,Munnar,,,Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|TV|Attached Bathroom|Dustbins|Extra Toilteries on Demand,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,490bae630783f9b9af147a67cce80935
Kumarakom,9.596397132,76.43058607,Room Service|Internet Access|Restaurant|Free Internet,Kumarakom jetty Kumarakom,Kumarakom Main Town,100,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly .,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wake-up Call / Service|Suitable For Children|Conference Facility |ATM / Banking|Free Local Calls|Massage Services |Boating|Open Air Restaurant / Dining | Bike on Rent|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Ayurvedic Facilities,0,Cosy Houseboats,HTLGBO1000042338,Houseboat,Kumarakom,positive reviews::1|critical reviews::0|reviews with images::0,,"Room Service |Air Conditioning |Ceiling Fan|Ensuite / Private Bathroom|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Sofa Cum Bed Available|Fruit Basket|Split A.C's|TV|Mirror|Local Calls Free|Luggage Rack|Attached Bathroom",1 Bedroom deluxe Room,1,3,Service Quality::3.0|Amenities::2.0|Food and Drinks::3.0|Value for Money::2.0|Location::3.0|Cleanliness::3.0,Kerala,980fafb4c49de0f70a79bdaccb0ee059
Alappuzha,9.445621169,76.36483375,Room Service|Internet Access|Gym/Spa|Swimming Pool,"8/504A-504N, Karimba Valavu, Punnapra North,Paravoor Village",Pallathuruthy,77,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Breakfast buffet timings 07:30 am to 11:00 am NO CHECK OUT ALLOWED ON 24 AND 31 DECEMBER Compulsory Gala Dinner Charge-Christmas Gala Dinner Charges(24th Dec. 2015)INR 5500/(Per Person)-New Year Gala Dinner Charges(31st Dec. 2015)INR 7000/-(Per Person) 15% discount on F and B (only in our coffee shop and no discount on hard beverages) Cancel before 72 hours in order to avoid any retention charges. If cancelled within 72 hours, 1 night retention to be charged. No refunds would be made against any No Shows. Extra Child (5-12 years without bed) wiil be chargeble Extra Child (below 5 years) will be Complimentary",Swimming Pool|Bar / Lounge |Business Center |Currency Exchange|Dry Cleaning|Games Zone|Health Club / Gym Facility Available|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|24 Hour Front Desk|Express Check-In / Check-Out|Wedding Services Facility|Conference Facility |Massage Services |Room Service (24 Hours)|Internet / Fax (Reception area only),4,Citrus Backwater Retreat Alleppey,HTLGBO1000002064,Resort,Alappuzha,positive reviews::44|critical reviews::5|reviews with images::14,14 X 14 Sq.ft.,Air Conditioning |Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Safe - In - Room |HD / LCD Satellite TV |Attached Bathroom,Deluxe Paddy View Room with Spa,49,4.2,Service Quality::4.2|Amenities::4.1|Food and Drinks::4.6|Value for Money::4.1|Location::4.4|Cleanliness::4.3,Kerala,9d6c0add3b770777a3df2cc4b6ea3c89
Alappuzha,9.5010241,76.3509249,Room Service|Free Internet,"Alumoottil, Near Finishing Point,Alappuzha",Others,,The standard check-in time is 12:30 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:30 PM and the standard check-out time is 11:30 AM. Early check-in or late check-out is strictly subjected to availability without any payment. Any early check-in or late check-out request must be direct,Currency Exchange|Laundry Service Available|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Gardens|Massage Services |Boating| Bike on Rent|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Family Room|Room Service (24 Hours)| Cook Services|Guide / Sightseeing Service|Parking Facility|Room Service,0,Cosy Villa,HTLGBO1000044626,BnB,Alappuzha,,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water|HD / LCD Satellite TV |Mirror|Attached Bathroom,Deluxe Non A/c Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,68ac66a8054a1151dce0706de30230c7
